t3 t21 t36 t1 t3 t4 ||| t3 t193 t36 t1 t3 t4 ||| 1 0.00697299 1 0.00124127 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 2 2 2
t3 t21 t36 t1 t3 ||| t3 t193 t36 t1 t3 ||| 1 0.0136737 1 0.00228788 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 2 2 2
t3 t21 t36 t1 ||| t3 t193 t36 t1 ||| 1 0.0180418 1 0.00307827 2.718 ||| 0-0 1-1 2-2 3-3 ||| 2 2 2
t3 t21 t36 t38 t4 ||| t3 t92 t36 t38 t4 ||| 0.666667 0.0188922 0.142857 0.00148774 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 3 14 2
t3 t21 t38 t21 t27 t29 ||| t3 t21 t38 t21 t27 t29 ||| 1 0.0145237 0.333333 0.0129777 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 2 6 2
t3 t21 t38 t21 t27 ||| t3 t21 t38 t21 t27 ||| 0.666667 0.0224119 0.285714 0.0180351 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 9 21 6
t3 t21 t38 t21 t28 t31 ||| t3 t21 t38 t21 t28 t31 ||| 1 0.0159683 0.666667 0.0119544 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 2 3 2
t3 t21 t38 t21 t29 t27 t1 ||| t3 t21 t38 t21 t29 t27 t1 ||| 0.666667 0.0094668 0.666667 0.00892777 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 3 3 2
t3 t21 t38 t21 t29 t27 ||| t3 t21 t38 t21 t29 t27 ||| 0.666667 0.0145237 0.4 0.0129777 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 3 5 2
t3 t21 t38 t21 t29 t28 ||| t3 t21 t38 t21 t29 t28 ||| 0.571429 0.0178676 0.666667 0.015121 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 7 6 4
t3 t21 t38 t21 t29 ||| t3 t21 t38 t21 t259 t29 ||| 1 0.0217067 0.0588235 0.000282026 2.718 ||| 0-0 1-1 2-2 3-3 4-4 4-5 ||| 2 34 2
t3 t21 t38 t21 ||| t3 t21 t38 t21 t276 ||| 1 0.0279896 0.008 2.46246e-05 2.718 ||| 0-0 1-1 2-2 3-3 ||| 2 250 2
t3 t21 t38 t210 t1869 ||| t3 t21 t38 t26 t1869 ||| 0.222222 0.00199909 0.666667 0.0166473 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 9 3 2
t3 t21 t38 t26 ||| t2294 t408 t18 t210 ||| 1 0.000210447 0.00606061 2.25263e-08 2.718 ||| 0-0 1-1 2-2 3-3 ||| 2 330 2
t3 t21 t38 t4 t3 t21 t38 ||| t3 t21 t38 t4 t3 t21 t38 ||| 0.666667 0.00891195 0.5 0.00289846 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 5-6 6-6 ||| 3 4 2
t3 t21 t38 t48 t187 ||| t48 t21 t38 t21 t38 t2 t187 ||| 0.25 6.07563e-05 0.666667 3.54063e-08 2.718 ||| 0-0 1-1 2-2 2-3 2-4 3-4 3-5 4-6 ||| 8 3 2
t3 t21 t38 ||| t2294 t408 t18 ||| 1 0.000650158 0.00228571 9.56867e-07 2.718 ||| 0-0 1-1 2-2 ||| 2 875 2
t3 t21 t38 ||| t3 t62 t38 ||| 1 0.0186736 0.00228571 0.00169096 2.718 ||| 0-0 1-1 2-2 ||| 2 875 2
t3 t21 t39 t1 t3 ||| t18 t21 t39 t1 t3 ||| 0.666667 0.0143538 0.047619 0.000335046 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 3 42 2
t3 t21 t39 t36 t3 t26 ||| t3 t39 t36 t3 t26 ||| 0.037037 0.00598124 1 0.0545082 2.718 ||| 0-0 1-1 2-1 3-2 4-3 5-4 ||| 54 2 2
t3 t21 t43 ||| t43 t224 t179 ||| 0.111111 0.000367765 0.666667 3.50504e-06 2.718 ||| 0-0 2-0 1-1 2-2 ||| 18 3 2
t3 t21 t45 t83 ||| t45 t23 ||| 0.00056243 3.06955e-06 0.666667 0.0402643 2.718 ||| 2-0 3-1 ||| 3556 3 2
t3 t21 t552 t4 ||| t3 t21 t552 t4 ||| 0.666667 0.0303072 0.4 0.0282432 2.718 ||| 0-0 1-1 2-2 3-3 ||| 3 5 2
t3 t21 t552 ||| t3 t21 t552 ||| 0.666667 0.0594309 0.571429 0.0520576 2.718 ||| 0-0 1-1 2-2 ||| 6 7 4
t3 t21 t61 t29 t484 ||| t68 t29 t26 ||| 0.00220751 2.40098e-07 1 0.0230858 2.718 ||| 2-0 3-1 4-2 ||| 906 2 2
t3 t21 t61 t29 ||| t68 t29 ||| 0.00211193 1.07708e-05 1 0.107172 2.718 ||| 2-0 3-1 ||| 1894 4 4
t3 t21 t7 t8 t38 ||| t3 t21 t7 t8 t38 ||| 0.666667 0.0197817 0.333333 0.0144977 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 3 6 2
t3 t21 t819 ||| t3 t21 t38 ||| 0.0026455 0.000255217 1 0.0579509 2.718 ||| 0-0 1-1 2-2 ||| 756 2 2
t3 t21 t98 t1 t3 t23 ||| t3 t21 t98 t1 t3 t23 ||| 0.666667 0.0578784 0.666667 0.0602755 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 3 3 2
t3 t21 t98 t23 t801 t26 ||| t98 t2168 t29 t26 ||| 0.111111 1.87389e-06 0.666667 0.00111043 2.718 ||| 0-0 2-0 1-1 3-1 4-1 3-2 5-3 ||| 18 3 2
t3 t21 t98 t23 t801 ||| t98 t2168 t29 ||| 0.08 2.20552e-06 0.666667 0.00118669 2.718 ||| 0-0 2-0 1-1 3-1 4-1 3-2 ||| 25 3 2
t3 t21 t98 t2303 t29 t26 ||| t3 t21 t98 t23 t4706 tco t26 ||| 0.2 2.22376e-05 0.75 8.9553e-06 2.718 ||| 0-0 1-1 2-2 3-3 3-4 4-5 5-6 ||| 15 4 3
t3 t21 t98 t259 t29 t119 ||| t98 t259 t29 t119 ||| 0.0325203 0.000170002 0.8 0.0819762 2.718 ||| 2-0 3-1 4-2 5-3 ||| 123 5 4
t3 t21 t98 t259 t29 t1374 t26 ||| t98 t259 t29 t214 t26 ||| 0.0134529 1.27489e-06 0.75 0.190631 2.718 ||| 2-0 3-1 4-2 5-3 6-4 ||| 223 4 3
t3 t21 t98 t259 t29 t1374 ||| t98 t259 t29 t214 ||| 0.00797872 1.50052e-06 0.75 0.203722 2.718 ||| 2-0 3-1 4-2 5-3 ||| 376 4 3
t3 t21 t98 t259 t29 t214 ||| t98 t259 t29 t214 ||| 0.0132979 0.000199141 0.625 0.11822 2.718 ||| 2-0 3-1 4-2 5-3 ||| 376 8 5
t3 t21 ||| t2294 t143 ||| 1 0.02957 0.000641986 1.68561e-05 2.718 ||| 0-0 1-1 ||| 3 4673 3
t3 t21 ||| t3 t193 t36 t38 t27 t36 t2 ||| 1 0.047626 0.00128397 1.14973e-11 2.718 ||| 0-0 1-1 ||| 6 4673 6
t3 t21 ||| t3 t193 t36 t38 t27 t36 ||| 1 0.047626 0.00128397 4.59732e-10 2.718 ||| 0-0 1-1 ||| 6 4673 6
t3 t21 ||| t3 t193 t36 t38 t27 ||| 1 0.047626 0.00128397 1.51225e-08 2.718 ||| 0-0 1-1 ||| 6 4673 6
t3 t21 ||| t3 t193 t36 t38 ||| 1 0.047626 0.00128397 1.17014e-06 2.718 ||| 0-0 1-1 ||| 6 4673 6
t3 t21 ||| t36 t143 ||| 0.666667 0.00391383 0.000427991 6.94359e-05 2.718 ||| 0-0 1-1 ||| 3 4673 2
t3 t21 ||| t406 t450 t408 ||| 1 0.0232234 0.000427991 9.31509e-10 2.718 ||| 0-0 1-1 1-2 ||| 2 4673 2
t3 t214 t26 t1869 ||| t3 t214 t26 ||| 0.0224719 0.00241552 0.666667 0.19223 2.718 ||| 0-0 1-1 2-2 3-2 ||| 89 3 2
t3 t214 t66 t214 ||| t259 t113 t119 t31 t467 ||| 1 5.09099e-08 0.5 3.63422e-10 2.718 ||| 0-0 1-0 1-1 2-1 2-2 3-3 3-4 ||| 2 4 2
t3 t214 t66 ||| t259 t113 t119 ||| 1 5.93815e-07 1 4.59139e-07 2.718 ||| 0-0 1-0 1-1 2-1 2-2 ||| 2 2 2
t3 t214 t76 t77 ||| t94 ||| 0.000438693 9.9215e-09 0.666667 0.0133706 2.718 ||| 3-0 ||| 4559 3 2
t3 t215 t36 t188 t26 ||| t3 t215 t36 t188 t26 ||| 0.333333 0.0380524 0.666667 0.0300453 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 6 3 2
t3 t215 t36 t188 ||| t3 t215 t36 t188 ||| 0.285714 0.0447866 0.666667 0.0321086 2.718 ||| 0-0 1-1 2-2 3-3 ||| 7 3 2
t3 t2179 t31 ||| t3 t28 t31 ||| 0.00193237 4.63075e-05 1 0.422818 2.718 ||| 0-0 1-1 2-2 ||| 1035 2 2
t3 t2179 ||| t3 t28 ||| 0.000609199 7.99575e-05 1 0.743236 2.718 ||| 0-0 1-1 ||| 3283 2 2
t3 t22 tco t1 t2 t3 t26 ||| t3 t22 tco t1 t2 t3 t26 ||| 0.666667 0.0300642 0.666667 0.024216 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 3 3 2
t3 t22 tco t1 t3 t13 ||| t3 t22 tco t1 t3 t13 ||| 0.75 0.0251358 0.6 0.0243313 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 4 5 3
t3 t22 tco t3 t13 ||| t3 t22 tco t3 t13 ||| 0.4 0.0385626 0.666667 0.0353688 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 5 3 2
t3 t22 tco t36 ||| t3 t22 tco t36 t2 ||| 1 0.0446177 0.117647 0.00152221 2.718 ||| 0-0 1-1 2-2 3-3 ||| 2 17 2
t3 t225 t74 t29 t45 ||| t3 t74 t29 t45 ||| 0.0588235 0.00179732 0.8 0.107527 2.718 ||| 0-0 1-1 2-1 3-2 4-3 ||| 68 5 4
t3 t23 t1 t11 t167 ||| t3 t23 t1 t11 t167 ||| 0.666667 0.0442037 0.285714 0.0433666 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 3 7 2
t3 t23 t1 t167 t100 ||| t3 t23 t1 t167 t100 ||| 1 0.0543921 0.4 0.0486799 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 2 5 2
t3 t23 t1 t167 t39 t1 ||| t3 t23 t1 t167 t39 t1 ||| 0.666667 0.0363542 0.25 0.0404684 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 3 8 2
t3 t23 t1 t167 t39 ||| t3 t23 t1 t167 t39 ||| 1 0.0557736 0.25 0.0588263 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 2 8 2
t3 t23 t1 t167 t76 ||| t3 t23 t1 t167 t76 ||| 0.5 0.0633447 1 0.0832849 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 6 3 3
t3 t23 t1 t167 t98 ||| t3 t23 t1 t167 t98 ||| 0.875 0.0849994 0.636364 0.100957 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 8 11 7
t3 t23 t1 t36 t167 t321 ||| t3 t23 t1 t36 t167 ||| 0.010101 0.000492695 1 0.0439575 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-4 ||| 198 2 2
t3 t23 t1 t36 t167 t60 ||| t3 t23 t1 t36 t167 t4 ||| 0.0697674 0.000551335 1 0.013278 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 43 3 3
t3 t23 t1 t36 t167 t76 t77 ||| t3 t23 t1 t36 t167 t76 t77 ||| 0.666667 0.0169275 0.5 0.0246776 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 6 8 4
t3 t23 t1 t36 t167 t98 ||| t3 t23 t1 t36 t167 t98 ||| 0.666667 0.0493997 1 0.0528368 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 6 4 4
t3 t23 t1 t36 t2 t167 t4 ||| t3 t23 t1 t36 t2 t167 t4 ||| 1 0.0229179 0.666667 0.0187208 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 2 3 2
t3 t23 t1019 t484 ||| t3 t23 t46 t26 ||| 0.00355872 2.50289e-05 1 0.0573721 2.718 ||| 0-0 1-1 2-2 3-3 ||| 562 2 2
t3 t23 t1019 ||| t3 t23 t46 ||| 0.00186567 0.00112279 0.75 0.266339 2.718 ||| 0-0 1-1 2-2 ||| 1608 4 3
t3 t23 t1024 ||| t3 t23 t1024 ||| 0.285714 0.0360853 0.666667 0.0698098 2.718 ||| 0-0 1-1 2-2 ||| 7 3 2
t3 t23 t103 t388 t26 ||| t3 t23 t103 t388 t26 ||| 0.666667 0.0209656 0.5 0.0166959 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 3 4 2
t3 t23 t103 t46 t245 t72 t26 ||| t3 t23 t103 t46 t245 t72 t26 ||| 0.666667 0.00257281 1 0.00364198 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 3 2 2
t3 t23 t103 t46 t245 t72 ||| t3 t23 t103 t46 t245 t72 ||| 0.666667 0.00302813 1 0.00389208 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 3 2 2
t3 t23 t103 t46 t245 ||| t3 t23 t103 t46 t245 ||| 0.666667 0.0159538 1 0.0235507 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 3 2 2
t3 t23 t103 t46 t3 ||| t470 t20 t29 t23 t103 t46 t29 ||| 0.666667 0.00108558 0.4 4.19366e-08 2.718 ||| 0-0 0-2 1-3 2-4 3-5 4-6 ||| 3 5 2
t3 t23 t103 t46 t31 t182 t29 ||| t29 t23 t103 t272 t31 t68 t29 ||| 0.5 5.73989e-06 0.666667 4.43728e-06 2.718 ||| 0-0 1-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 4 3 2
t3 t23 t103 t653 t20 ||| t3 t23 t103 t653 t20 ||| 0.666667 0.043261 0.4 0.0354665 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 3 5 2
t3 t23 t105 t1 t167 t26 ||| t3 t23 t105 t1 t167 t26 ||| 0.285714 0.034508 0.666667 0.0394481 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 7 3 2
t3 t23 t1064 t26 ||| t3 t23 t1064 t26 ||| 0.666667 0.0489246 0.222222 0.0480684 2.718 ||| 0-0 1-1 2-2 3-3 ||| 3 9 2
t3 t23 t1149 t20 t29 ||| t3 t23 t1149 t20 t29 ||| 0.25 0.0346448 1 0.0387956 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 8 2 2
t3 t23 t1168 tco ||| t3 t23 t1168 tco ||| 1 0.0409387 0.333333 0.027915 2.718 ||| 0-0 1-1 2-2 3-3 ||| 2 6 2
t3 t23 t1168 ||| t3 t23 t1168 ||| 1 0.0888464 0.25 0.0634293 2.718 ||| 0-0 1-1 2-2 ||| 2 8 2
t3 t23 t117 tco ||| t3 t23 t4706 tco ||| 1 0.00557966 0.222222 0.00456456 2.718 ||| 0-0 1-1 2-2 3-3 ||| 2 9 2
t3 t23 t117 ||| t3 t23 t4706 ||| 1 0.0121091 0.25 0.0103717 2.718 ||| 0-0 1-1 2-2 ||| 2 8 2
t3 t23 t118 t26 ||| t3 t23 t118 t26 ||| 0.666667 0.110005 0.666667 0.080753 2.718 ||| 0-0 1-1 2-2 3-3 ||| 3 3 2
t3 t23 t135 ||| t3 t23 t135 ||| 0.6 0.0984145 0.75 0.0707164 2.718 ||| 0-0 1-1 2-2 ||| 5 4 3
t3 t23 t1477 tco ||| t3 t23 t1477 tco ||| 0.666667 0.0593836 0.333333 0.0443777 2.718 ||| 0-0 1-1 2-2 3-3 ||| 3 6 2
t3 t23 t1477 ||| t3 t23 t1477 ||| 0.666667 0.128876 0.333333 0.100836 2.718 ||| 0-0 1-1 2-2 ||| 3 6 2
t3 t23 t167 t26 t1869 ||| t3 t23 t167 t26 ||| 0.0384615 0.00178812 1 0.140216 2.718 ||| 0-0 1-1 2-2 3-3 4-3 ||| 52 2 2
t3 t23 t167 t4 t29 t76 ||| t3 t4 t29 t76 ||| 0.111111 7.77805e-05 1 0.0994612 2.718 ||| 0-0 2-0 3-1 4-2 5-3 ||| 18 2 2
t3 t23 t167 t4 t29 ||| t3 t4 t29 ||| 0.0034904 0.000169437 0.666667 0.18092 2.718 ||| 0-0 2-0 3-1 4-2 ||| 573 3 2
t3 t23 t167 t4 t30 t3 ||| t3 t23 t167 t4 t30 t3 ||| 0.5 0.0514714 0.666667 0.0573864 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 4 3 2
t3 t23 t167 t4 t30 ||| t3 t23 t167 t4 t30 ||| 0.6 0.0679139 0.75 0.0772116 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 5 4 3
t3 t23 t167 t4 t36 ||| t3 t23 t167 t4 t36 ||| 1 0.0627426 1 0.0332109 2.718 ||| 0-0 1-1 2-2 3-3 3-4 4-4 ||| 2 2 2
t3 t23 t2 t167 t4 ||| t3 t23 t2 t167 t4 ||| 0.75 0.0604979 0.375 0.0519968 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 4 8 3
t3 t23 t2 t186 ||| t3 t23 t2 t186 ||| 0.5 0.0484967 0.8 0.0327478 2.718 ||| 0-0 1-1 2-2 3-3 ||| 8 5 4
t3 t23 t213 tco t98 ||| t3 t23 t213 tco t98 ||| 1 0.031126 0.5 0.0284406 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 2 4 2
t3 t23 t2143 t3 t26 ||| t3 t23 t2143 t3 t26 ||| 0.5 0.0258183 1 0.0573784 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 4 2 2
t3 t23 t2143 t3 ||| t3 t23 t2143 t3 ||| 0.5 0.0303875 1 0.0613188 2.718 ||| 0-0 1-1 2-2 3-3 ||| 4 2 2
t3 t23 t2143 ||| t3 t23 t2143 ||| 0.666667 0.0400948 1 0.0825024 2.718 ||| 0-0 1-1 2-2 ||| 3 2 2
t3 t23 t217 ||| t3 t23 t24 ||| 0.00410959 0.00164806 0.75 0.0281556 2.718 ||| 0-0 1-1 2-2 ||| 730 4 3
t3 t23 t23 t112 ||| t3 t112 ||| 0.0215054 0.00209102 1 0.0427066 2.718 ||| 0-0 1-1 2-1 3-1 ||| 93 2 2
t3 t23 t23 t167 t4 t1 ||| t3 t23 t167 t4 t1 ||| 0.105263 0.0418806 1 0.082192 2.718 ||| 0-0 1-1 2-1 3-2 4-3 5-4 ||| 19 2 2
t3 t23 t23 t167 t4 ||| t3 t23 t167 t4 ||| 0.075 0.0642521 1 0.119477 2.718 ||| 0-0 1-1 2-1 3-2 4-3 ||| 40 3 3
t3 t23 t23 t57 tco t29 t26 ||| t3 t23 t57 tco t29 t26 ||| 0.1 0.0185293 0.666667 0.044275 2.718 ||| 0-0 1-1 2-1 3-2 4-3 5-4 6-5 ||| 20 3 2
t3 t23 t23 t653 ||| t3 t23 t23 t653 ||| 1 0.10319 0.666667 0.104603 2.718 ||| 0-0 1-1 2-2 3-3 ||| 2 3 2
t3 t23 t24 t1 t103 ||| t3 t23 t24 t1 t103 ||| 1 0.0607789 0.666667 0.051085 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 2 3 2
t3 t23 t24 t27 t1 t3 t4 ||| t3 t27 t1 t3 t4 ||| 0.00985222 6.20136e-05 0.666667 0.0358168 2.718 ||| 0-0 1-1 2-1 3-1 4-2 5-3 6-4 ||| 203 3 2
t3 t23 t24 t331 tco t1 t3 ||| t3 t23 t24 t331 tco t1 t3 ||| 0.666667 0.0110429 0.5 0.013857 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 3 4 2
t3 t23 t24 t46 t13 t1 t3 ||| t3 t23 t46 t13 t1 t3 ||| 0.222222 0.000943454 1 0.0260326 2.718 ||| 0-0 1-1 2-1 3-2 4-3 5-4 6-5 ||| 9 2 2
t3 t23 t24 t46 t13 t1 ||| t3 t23 t46 t13 t1 ||| 0.125 0.00124484 1 0.035026 2.718 ||| 0-0 1-1 2-1 3-2 4-3 5-4 ||| 16 2 2
t3 t23 t24 t57 tco t29 t26 ||| t3 t23 t24 t57 tco t29 t26 ||| 0.25 0.0136554 0.666667 0.0177444 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 8 3 2
t3 t23 t25 t13 t36 ||| t3 t23 t25 tco t36 ||| 0.142857 0.00680582 1 0.0126183 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 14 2 2
t3 t23 t25 tco t1 t3 t31 ||| t3 t23 t25 tco t1 t3 t31 ||| 1 0.0195622 1 0.020467 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 2 2 2
t3 t23 t25 tco t29 ||| t3 t23 t25 t13 t29 ||| 0.666667 0.0146726 0.2 0.0090194 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 3 10 2
t3 t23 t25 tco t3 t17 t18 ||| t3 t23 t25 tco t3 t17 t18 ||| 1 0.0114727 1 0.0131868 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 2 2 2
t3 t23 t25 tco t3 t17 ||| t3 t23 t25 tco t3 t17 ||| 1 0.0270773 1 0.0284439 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 2 2 2
t3 t23 t25 tco t36 t3 t26 ||| t3 t23 t46 t126 t36 t3 t26 ||| 0.666667 7.81925e-05 0.285714 6.4422e-05 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 3 7 2
t3 t23 t25 tco t36 t3 t26 ||| t3 t23 t50 t13 t36 t3 t26 ||| 1 0.00105724 0.285714 0.00117945 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 2 7 2
t3 t23 t25 tco t36 ||| t3 t23 t872 tco t13 t36 ||| 0.666667 0.0141876 0.125 7.38155e-05 2.718 ||| 0-0 1-1 2-2 3-3 3-4 4-5 ||| 3 16 2
t3 t23 t25 ||| t3 t111 t23 t25 ||| 0.666667 0.148388 0.00921659 2.61411e-05 2.718 ||| 0-0 0-1 1-2 2-3 ||| 3 217 2
t3 t23 t258 tco tco t29 t26 ||| t3 t23 t57 tco t29 t26 ||| 0.1 0.000378324 0.666667 0.0155476 2.718 ||| 0-0 1-1 2-2 3-3 4-3 5-4 6-5 ||| 20 3 2
t3 t23 t2588 tco ||| t3 t23 t872 tco ||| 0.25 0.00815069 0.666667 0.0266266 2.718 ||| 0-0 1-1 2-2 3-3 ||| 8 3 2
t3 t23 t27 t1 t36 t3 t13 ||| t3 t27 t1 t36 t3 t13 ||| 0.142857 0.00315801 1 0.0201067 2.718 ||| 0-0 1-1 2-1 3-2 4-3 5-4 6-5 ||| 14 2 2
t3 t23 t27 t29 t76 t77 ||| t3 t27 t29 t76 t77 ||| 0.117647 0.00377961 1 0.0411279 2.718 ||| 0-0 1-1 2-1 3-2 4-3 5-4 ||| 17 2 2
t3 t23 t27 t29 t76 ||| t3 t27 t29 t76 ||| 0.0869565 0.00822003 0.666667 0.0726443 2.718 ||| 0-0 1-1 2-1 3-2 4-3 ||| 23 3 2
t3 t23 t27 t29 t96 ||| t3 t27 t29 t96 ||| 0.1 0.00800567 1 0.060014 2.718 ||| 0-0 1-1 2-1 3-2 4-3 ||| 20 2 2
t3 t23 t27 t3 t13 t29 t26 ||| t3 t23 t103 t46 t13 t29 t26 ||| 0.5 9.42259e-05 1 1.62056e-07 2.718 ||| 0-0 1-1 2-1 2-2 3-3 4-4 5-5 6-6 ||| 4 2 2
t3 t23 t27 t3 t13 t29 ||| t3 t23 t103 t46 t13 t29 ||| 0.4 0.000110901 1 1.73185e-07 2.718 ||| 0-0 1-1 2-1 2-2 3-3 4-4 5-5 ||| 5 2 2
t3 t23 t27 t3 t4 t3 t26 ||| t3 t27 t3 t4 t3 t26 ||| 0.5 0.00687687 1 0.0514985 2.718 ||| 0-0 1-1 2-1 3-2 4-3 5-4 6-5 ||| 4 2 2
t3 t23 t270 t274 t103 ||| t3 t23 t270 t274 t103 ||| 1 0.0136966 1 0.0100609 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 2 2 2
t3 t23 t270 t274 ||| t3 t23 t270 t274 ||| 1 0.0290605 0.666667 0.0246387 2.718 ||| 0-0 1-1 2-2 3-3 ||| 2 3 2
t3 t23 t28 t1 t3 t45 ||| t3 t28 t1 t3 t45 ||| 0.25 0.00746272 1 0.0664396 2.718 ||| 0-0 1-1 2-1 3-2 4-3 5-4 ||| 8 2 2
t3 t23 t28 t154 ||| t3 t23 t28 t154 ||| 0.666667 0.135944 0.666667 0.163178 2.718 ||| 0-0 1-1 2-2 3-3 ||| 3 3 2
t3 t23 t28 t29 t27 ||| t3 t28 t29 t27 ||| 0.0208333 0.00721999 0.666667 0.0664458 2.718 ||| 0-0 1-1 2-1 3-2 4-3 ||| 96 3 2
t3 t23 t28 t31 t146 t29 t23 ||| t3 t28 t29 t23 ||| 0.00597015 1.23115e-05 0.666667 0.0734048 2.718 ||| 0-0 1-1 2-1 4-1 5-2 6-3 ||| 335 3 2
t3 t23 t28 t31 t146 t30 t3 ||| t3 t45 t28 t30 t3 ||| 0.222222 1.79094e-06 0.666667 0.00482516 2.718 ||| 0-0 1-1 2-2 4-2 5-3 6-4 ||| 9 3 2
t3 t23 t28 t31 t146 t30 ||| t3 t45 t28 t30 ||| 0.153846 2.36306e-06 0.666667 0.0064921 2.718 ||| 0-0 1-1 2-2 4-2 5-3 ||| 13 3 2
t3 t23 t28 t31 t158 t29 tco ||| t3 t23 t28 t31 t158 t29 tco ||| 0.5 0.00890727 1 0.0099586 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 4 2 2
t3 t23 t28 t31 t158 t29 ||| t3 t23 t28 t31 t158 t29 ||| 0.75 0.0193308 1 0.0226282 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 4 3 3
t3 t23 t28 t31 t1772 tco ||| t3 t23 t28 t31 t1772 tco ||| 0.666667 0.0225526 1 0.0298696 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 3 2 2
t3 t23 t28 t31 t1772 ||| t3 t23 t28 t31 t1772 ||| 1 0.0489443 1 0.0678705 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 2 2 2
t3 t23 t28 t31 t191 t69 t26 ||| t3 t23 t28 t31 t191 t69 t26 ||| 1 0.00931616 0.285714 0.0101914 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 2 7 2
t3 t23 t28 t31 t23 t1 ||| t3 t23 t28 t31 t23 t1 ||| 0.285714 0.0501263 1 0.057011 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 7 2 2
t3 t23 t28 t31 t68 ||| t3 t23 t2086 t31 t158 ||| 0.666667 0.0112131 0.0166667 1.09321e-06 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 3 120 2
t3 t23 t28 t74 t1 t3 t23 ||| t3 t23 t28 t74 t1 t3 t23 ||| 1 0.0370308 1 0.0408609 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 3 3 3
t3 t23 t28 t74 t1 ||| t3 t23 t28 t74 t1 ||| 0.571429 0.0820961 0.666667 0.090049 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 7 6 4
