t163 t69 t163 t69 t26 ||| t26 ||| 2.40243e-05 9.13937e-09 0.666667 0.254274 2.718 ||| 0-0 1-0 2-0 3-0 4-0 ||| 83249 3 2
t163 t69 t163 t74 t29 ||| t163 t69 t163 t74 t29 ||| 1 0.0173615 0.285714 0.011718 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 2 7 2
t163 t69 t163 t74 ||| t163 t69 t163 t74 ||| 0.666667 0.026791 0.25 0.0162845 2.718 ||| 0-0 1-1 2-2 3-3 ||| 3 8 2
t163 t69 t26 ||| t278 t23 t49 t617 t26 ||| 1 0.0355718 0.00332779 1.98998e-09 2.718 ||| 0-0 1-3 2-4 ||| 2 601 2
t163 t69 t26 ||| t84 t191 t26 ||| 0.666667 0.00128628 0.00332779 0.000104397 2.718 ||| 0-0 1-1 2-2 ||| 3 601 2
t163 t69 ||| t278 t23 t49 t617 ||| 1 0.0418671 0.00437637 2.12664e-09 2.718 ||| 0-0 1-3 ||| 2 457 2
t163 t71 t71 t69 t26 ||| t26 ||| 2.40243e-05 2.36979e-10 1 0.23733 2.718 ||| 0-0 1-0 2-0 3-0 4-0 ||| 83249 2 2
t163 t71 t72 ||| t163 t71 t72 ||| 0.333333 0.0225246 0.666667 0.011119 2.718 ||| 0-0 1-1 2-2 ||| 6 3 2
t163 t74 t113 t190 t98 t29 ||| t163 t74 t113 t190 t98 t29 ||| 0.666667 0.0115747 0.666667 0.00815627 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 3 3 2
t163 t74 t113 t190 t98 ||| t163 t74 t113 t190 t98 ||| 0.5 0.0178612 0.666667 0.0113348 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 4 3 2
t163 t74 t20 ||| t163 t74 ||| 0.00338409 0.00537038 1 0.161623 2.718 ||| 0-0 1-1 ||| 591 2 2
t163 t74 t29 t190 t31 t191 ||| t163 t74 t29 t45 t332 ||| 0.5 3.5856e-08 0.666667 1.2047e-05 2.718 ||| 0-0 1-1 2-2 3-3 4-3 5-4 ||| 4 3 2
t163 t74 t29 t23 t24 ||| t74 t29 t24 ||| 0.018018 0.000430211 0.666667 0.0445172 2.718 ||| 0-0 1-0 2-1 3-2 4-2 ||| 111 3 2
t163 t74 t29 t301 t29 t13 t29 ||| t1092 t29 t13 t29 ||| 0.222222 8.02572e-08 1 0.00110696 2.718 ||| 3-0 4-1 5-2 6-3 ||| 9 2 2
t163 t74 t29 t301 t29 t13 ||| t1092 t29 t13 ||| 0.125 1.23847e-07 0.666667 0.00153834 2.718 ||| 3-0 4-1 5-2 ||| 16 3 2
t163 t74 t3 t190 ||| t163 t74 t3 t190 ||| 0.285714 0.0524275 0.666667 0.0403981 2.718 ||| 0-0 1-1 2-2 3-3 ||| 7 3 2
t163 t74 t327 t23 t1 ||| t163 t74 t327 t23 t1 ||| 0.666667 0.031776 0.5 0.0318604 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 3 4 2
t163 t74 t74 t30 t3 ||| t163 t74 t74 t30 t3 ||| 0.5 0.0556092 0.666667 0.0425872 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 4 3 2
t163 t74 t74 t30 ||| t163 t74 t74 t30 ||| 0.4 0.0733736 0.666667 0.0572997 2.718 ||| 0-0 1-1 2-2 3-3 ||| 5 3 2
t163 t74 t98 ||| t98 ||| 0.000336247 0.000134199 0.666667 0.33609 2.718 ||| 1-0 2-0 ||| 5948 3 2
t163 t84 t202 t24 ||| t163 t84 t202 t24 ||| 0.666667 0.00967513 0.5 0.00429881 2.718 ||| 0-0 1-1 2-2 3-3 ||| 3 4 2
t163 t84 t202 ||| t163 t84 t202 ||| 0.666667 0.0220586 0.5 0.0107262 2.718 ||| 0-0 1-1 2-2 ||| 3 4 2
t163 t84 t45 ||| t45 ||| 0.000146413 3.17313e-05 0.666667 0.330796 2.718 ||| 1-0 2-0 ||| 13660 3 2
t163 t96 t1006 tco ||| t96 t1006 tco ||| 0.166667 0.00365071 0.666667 0.0161476 2.718 ||| 0-0 1-0 2-1 3-2 ||| 12 3 2
t163 t96 t23 t346 t74 ||| t163 t96 t23 t346 t74 ||| 0.4 0.0182086 1 0.0124089 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 5 2 2
t163 t96 t236 t113 tco ||| t163 t96 t242 tco t113 ||| 1 0.000335024 1 0.000870582 2.718 ||| 0-0 1-1 2-2 4-3 3-4 ||| 2 2 2
t163 t96 t346 t30 ||| t96 t346 t30 ||| 0.142857 0.00907935 0.666667 0.044864 2.718 ||| 0-0 1-0 2-1 3-2 ||| 14 3 2
t163 t96 t346 t74 t1 ||| t96 t346 t74 t1 ||| 0.333333 0.00531079 1 0.0261996 2.718 ||| 0-0 1-0 2-1 3-2 4-3 ||| 6 2 2
t163 t96 t346 t98 t29 ||| t163 t96 t346 t98 t29 ||| 1 0.0216336 1 0.0177662 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 2 2 2
t163 t96 t346 t98 ||| t163 t96 t346 t98 ||| 1 0.0333833 1 0.0246897 2.718 ||| 0-0 1-1 2-2 3-3 ||| 2 2 2
t163 t96 t813 t29 t1 ||| t163 t96 t813 t29 t1 ||| 0.666667 0.017875 0.5 0.0202764 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 3 4 2
t163 t96 t918 t29 ||| t163 t96 t918 t29 ||| 0.333333 0.0408816 0.666667 0.0334899 2.718 ||| 0-0 1-1 2-2 3-3 ||| 6 3 2
t163 t97 t29 t26 ||| t163 t97 t29 t26 ||| 1 0.0637531 0.5 0.0587398 2.718 ||| 0-0 1-1 2-2 3-3 ||| 2 4 2
t163 t97 t29 ||| t163 t97 t29 ||| 1 0.0750358 0.4 0.0627737 2.718 ||| 0-0 1-1 2-2 ||| 2 5 2
t163 tco t1 t36 t3 t26 ||| t163 t13 t1 t36 t3 t26 ||| 0.142857 0.0136224 1 0.00578328 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 14 2 2
t163 tco t1 t36 t3 ||| t163 t13 t1 t36 t3 ||| 0.0555556 0.0160332 1 0.00618044 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 36 2 2
t163 tco t1 t36 ||| t163 t13 t1 t36 ||| 0.0392157 0.021155 1 0.00831558 2.718 ||| 0-0 1-1 2-2 3-3 ||| 51 2 2
t163 ||| t163 t1707 ||| 0.666667 0.241819 0.00038219 1.00758e-05 2.718 ||| 0-0 ||| 3 5233 2
t163 ||| t62 t163 ||| 0.666667 0.217391 0.00038219 0.00264982 2.718 ||| 0-0 0-1 ||| 3 5233 2
t1639 t778 t614 ||| t1639 t778 t614 ||| 0.375 0.00407111 0.75 0.00864838 2.718 ||| 0-0 1-1 2-2 ||| 8 4 3
t1639 t778 ||| t1639 t778 ||| 0.230769 0.0272765 0.75 0.0492958 2.718 ||| 0-0 1-1 ||| 13 4 3
t164 t29 t23 t49 t940 ||| t164 t29 t23 t49 t27 ||| 0.4 4.49842e-05 0.666667 0.00828894 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 5 3 2
t164 t29 t23 t49 ||| t164 t29 t23 t49 ||| 0.636364 0.0501832 0.7 0.0659661 2.718 ||| 0-0 1-1 2-2 3-3 ||| 11 10 7
t164 t74 ||| t164 ||| 0.0405405 0.0145013 0.75 0.0958793 2.718 ||| 0-0 1-0 ||| 74 4 3
t1649 t128 t0 ||| t1649 t128 t0 ||| 0.666667 0.0129308 1 0.0444244 2.718 ||| 0-0 1-1 2-2 ||| 3 2 2
t167 t100 t160 tco t3 ||| t167 t100 t160 tco t3 ||| 1 0.01529 1 0.0137706 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 2 2 2
t167 t100 t160 tco ||| t167 t100 t160 tco ||| 0.75 0.0201744 0.428571 0.0185279 2.718 ||| 0-0 1-1 2-2 3-3 ||| 4 7 3
t167 t100 t160 ||| t167 t100 t160 ||| 0.75 0.0437831 0.375 0.0420996 2.718 ||| 0-0 1-1 2-2 ||| 4 8 3
t167 t100 t24 ||| t167 t100 t24 ||| 0.4 0.0811424 1 0.0624996 2.718 ||| 0-0 1-1 2-2 ||| 5 2 2
t167 t141 t1 ||| t167 t177 tco t1 ||| 0.666667 0.00994365 0.166667 0.000447317 2.718 ||| 0-0 1-1 1-2 2-3 ||| 3 12 2
t167 t143 ||| t167 t143 ||| 0.357143 0.157487 0.625 0.157597 2.718 ||| 0-0 1-1 ||| 14 8 5
t167 t154 t29 t797 ||| t167 t154 t29 t797 ||| 1 0.0517457 1 0.0586831 2.718 ||| 0-0 1-1 2-2 3-3 ||| 2 2 2
t167 t163 t1 ||| t167 t163 t1 ||| 1 0.111963 0.666667 0.0983611 2.718 ||| 0-0 1-1 2-2 ||| 2 3 2
t167 t163 t217 ||| t167 t163 t217 ||| 0.75 0.0389676 0.428571 0.0359 2.718 ||| 0-0 1-1 2-2 ||| 4 7 3
t167 t17 t18 t21 ||| t167 t17 t18 t21 ||| 1 0.0438146 1 0.0477072 2.718 ||| 0-0 1-1 2-2 3-3 ||| 2 2 2
t167 t17 t18 t4 t1 ||| t167 t39 t1 t3 t4 t1 ||| 0.666667 6.25759e-05 0.4 0.000400506 2.718 ||| 0-0 1-1 2-3 3-4 4-5 ||| 3 5 2
t167 t177 tco t1 ||| t3 t57 tco t1 ||| 0.00877193 1.01422e-05 1 0.00364514 2.718 ||| 0-0 1-1 2-2 3-3 ||| 228 2 2
t167 t187 t126 ||| t167 t187 t126 ||| 0.277778 0.0599102 0.714286 0.0624231 2.718 ||| 0-0 1-1 2-2 ||| 18 7 5
t167 t21 t100 t130 ||| t167 t21 t100 t130 ||| 0.666667 0.0223986 0.5 0.0146619 2.718 ||| 0-0 1-1 2-2 3-3 ||| 3 4 2
t167 t21 t163 t4 ||| t167 t4 ||| 0.00131666 2.17544e-05 0.666667 0.134311 2.718 ||| 0-0 1-1 3-1 ||| 1519 3 2
t167 t21 t23 t29 t26 ||| t167 t26 ||| 0.000729927 4.318e-05 1 0.454129 2.718 ||| 0-0 4-1 ||| 2740 2 2
t167 t21 t23 t29 ||| t167 ||| 0.000266064 5.08217e-05 1 0.485316 2.718 ||| 0-0 ||| 7517 2 2
t167 t21 t38 t26 ||| t167 t21 t187 t26 ||| 1 0.00263951 0.027027 0.000816158 2.718 ||| 0-0 1-1 2-2 3-3 ||| 2 74 2
t167 t21 t38 t4 t30 ||| t167 t21 t38 t4 t30 ||| 1 0.0262622 1 0.0234677 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 2 2 2
t167 t210 ||| t167 t26 ||| 0.0040146 0.0130737 0.611111 0.147281 2.718 ||| 0-0 1-1 ||| 2740 18 11
t167 t22 ||| t167 t22 ||| 0.181818 0.171782 0.666667 0.172557 2.718 ||| 0-0 1-1 ||| 11 3 2
t167 t23 t1 ||| t3 t23 t1 ||| 0.00275482 0.00422229 0.666667 0.0771149 2.718 ||| 0-0 1-1 2-2 ||| 726 3 2
t167 t23 t1422 t31 t68 t29 ||| t167 t23 t119 t31 t102 tco t29 ||| 1 4.84179e-05 1 5.3394e-06 2.718 ||| 0-0 1-1 2-2 3-3 4-4 4-5 5-6 ||| 2 2 2
t167 t23 t1422 t31 t68 ||| t167 t23 t119 t31 t102 tco ||| 1 7.47149e-05 1 7.42015e-06 2.718 ||| 0-0 1-1 2-2 3-3 4-4 4-5 ||| 2 2 2
t167 t23 t1422 t31 ||| t167 t23 t119 t31 ||| 0.666667 0.00146495 1 0.0092907 2.718 ||| 0-0 1-1 2-2 3-3 ||| 3 2 2
t167 t23 t1422 ||| t167 t23 t119 ||| 0.666667 0.00252948 1 0.0163313 2.718 ||| 0-0 1-1 2-2 ||| 3 2 2
t167 t26 t1869 ||| t167 t26 t91 ||| 0.666667 0.195666 0.0526316 0.0137826 2.718 ||| 0-0 1-1 2-2 ||| 3 38 2
t167 t26 ||| t167 t21 t3 t26 ||| 0.666667 0.136836 0.000825764 0.000260509 2.718 ||| 0-0 0-1 0-2 1-3 ||| 3 2422 2
t167 t26 ||| t286 t210 ||| 1 0.0359651 0.000825764 4.65843e-05 2.718 ||| 0-0 1-1 ||| 2 2422 2
t167 t278 t759 t29 tco t30 t3 ||| t750 ||| 0.0208333 6.75538e-13 1 0.011236 2.718 ||| 2-0 ||| 96 2 2
t167 t278 t759 t29 tco t30 ||| t750 ||| 0.0208333 7.44766e-12 1 0.011236 2.718 ||| 2-0 ||| 96 2 2
t167 t278 t759 t29 tco ||| t750 ||| 0.0208333 4.67081e-10 1 0.011236 2.718 ||| 2-0 ||| 96 2 2
t167 t278 t759 t29 ||| t750 ||| 0.0208333 1.03876e-08 1 0.011236 2.718 ||| 2-0 ||| 96 2 2
t167 t278 t759 ||| t750 ||| 0.0208333 1.80818e-07 1 0.011236 2.718 ||| 2-0 ||| 96 2 2
t167 t289 t98 ||| t167 t289 t98 ||| 0.666667 0.0758634 0.8 0.0617459 2.718 ||| 0-0 1-1 2-2 ||| 6 5 4
t167 t29 t119 t31 t385 ||| t98 t29 t119 t31 t467 ||| 0.0408163 6.39556e-06 1 1.64563e-05 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 49 2 2
t167 t29 t119 t31 t671 ||| t167 t29 t119 t31 t671 ||| 0.666667 0.0115502 0.4 0.0123328 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 3 5 2
t167 t29 t23 t1 ||| t29 t23 t1 ||| 0.00133601 0.000555098 0.666667 0.156119 2.718 ||| 1-0 1-1 2-1 3-2 ||| 1497 3 2
t167 t29 t23 t23 ||| t167 t29 t23 ||| 0.0555556 0.107732 0.666667 0.213209 2.718 ||| 0-0 1-1 2-2 3-2 ||| 36 3 2
t167 t29 t595 t29 t26 ||| t167 t26 ||| 0.000729927 1.19889e-07 1 0.117737 2.718 ||| 0-0 1-0 2-0 3-0 4-1 ||| 2740 2 2
t167 t29 t595 t29 ||| t167 ||| 0.000266064 9.28136e-10 1 0.485316 2.718 ||| 0-0 ||| 7517 2 2
t167 t3 t119 t31 ||| t167 t3 t119 t31 ||| 0.5 0.066359 0.666667 0.0577997 2.718 ||| 0-0 1-1 2-2 3-3 ||| 4 3 2
t167 t3 t119 ||| t167 t3 t119 ||| 0.666667 0.11458 0.4 0.101601 2.718 ||| 0-0 1-1 2-2 ||| 3 5 2
t167 t3 t1501 ||| t29 t262 ||| 0.00514139 2.9821e-06 0.666667 0.00227836 2.718 ||| 1-0 2-1 ||| 389 3 2
t167 t3 t45 t49 t87 ||| t167 t3 t45 t49 t87 ||| 0.666667 0.0399477 1 0.0482849 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 3 2 2
t167 t3 t45 t49 ||| t167 t3 t45 t49 ||| 0.666667 0.12888 1 0.180355 2.718 ||| 0-0 1-1 2-2 3-3 ||| 3 2 2
t167 t31 t328 t36 t3 t26 ||| t167 t31 t328 t36 t3 t26 ||| 0.666667 0.0278856 0.666667 0.0286546 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 3 3 2
t167 t31 t328 t36 t3 ||| t167 t31 t328 t36 t3 ||| 0.666667 0.0328206 0.666667 0.0306224 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 3 3 2
t167 t31 t328 t36 ||| t167 t31 t328 t36 ||| 0.666667 0.0433052 0.666667 0.0412014 2.718 ||| 0-0 1-1 2-2 3-3 ||| 3 3 2
t167 t31 t534 t74 ||| t167 t31 t534 t74 ||| 0.666667 0.0383615 0.5 0.0235606 2.718 ||| 0-0 1-1 2-2 3-3 ||| 3 4 2
t167 t375 tco ||| t167 ||| 0.000266064 4.46341e-05 1 0.250778 2.718 ||| 0-0 1-0 ||| 7517 2 2
t167 t375 ||| t167 ||| 0.000532127 0.000992638 0.8 0.250778 2.718 ||| 0-0 1-0 ||| 7517 5 4
t167 t4 t1 t103 t43 t3 ||| t167 t4 t1 t103 t43 t3 ||| 0.285714 0.0222357 0.666667 0.0203561 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 7 3 2
t167 t4 t1 t2 t3 t4 ||| t167 t4 t1 t36 t3 t4 ||| 0.105263 0.00673296 0.666667 0.00811146 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 19 3 2
t167 t4 t1 t3 t21 t38 t26 ||| t167 t4 t1 t3 t26 ||| 0.0134228 2.57474e-05 0.666667 0.0827958 2.718 ||| 0-0 1-1 2-2 3-3 5-3 6-4 ||| 149 3 2
t167 t4 t1 t3 t29 ||| t167 t4 t1 t3 t29 ||| 0.75 0.0766205 0.75 0.0968738 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 4 4 3
t167 t4 t1 t3 t31 ||| t167 t4 t1 t3 t31 ||| 0.428571 0.0684761 1 0.0765869 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 7 3 3
t167 t4 t1 t3 t4 t3 t39 ||| t167 t4 t1 t3 t4 t3 t39 ||| 1 0.0184701 1 0.0210793 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 2 2 2
t167 t4 t1 t36 t3 t29 ||| t167 t4 t1 t36 t3 t29 ||| 0.333333 0.0445301 1 0.0507 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 6 2 2
t167 t4 t1 t36 t36 t3 ||| t167 t4 t1 t7 t8 t36 t3 ||| 0.666667 0.0048979 0.2 2.54238e-06 2.718 ||| 0-0 1-1 2-2 3-3 3-4 4-5 5-6 ||| 3 10 2
t167 t4 t1 t36 t36 ||| t167 t4 t1 t7 t8 t36 ||| 0.666667 0.00646254 0.142857 3.42069e-06 2.718 ||| 0-0 1-1 2-2 3-3 3-4 4-5 ||| 3 14 2
t167 t4 t149 ||| t149 ||| 0.00619195 0.000204356 1 0.129517 2.718 ||| 0-0 1-0 2-0 ||| 323 2 2
t167 t4 t2 t3 t39 ||| t167 t4 t2 t3 t39 ||| 1 0.0410855 1 0.033071 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 2 2 2
t167 t4 t29 t4 ||| t167 t4 t29 t4 ||| 0.333333 0.0790944 0.666667 0.102793 2.718 ||| 0-0 1-1 2-2 3-3 ||| 6 3 2
t167 t4 t3 t21 t38 t26 ||| t167 t4 t3 t21 t38 t26 ||| 0.75 0.0268823 0.6 0.0252554 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 4 5 3
t167 t4 t3 t21 t38 ||| t167 t4 t3 t21 t38 ||| 0.8 0.0316398 0.571429 0.0269898 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 5 7 4
t167 t4 t3 t215 ||| t167 t4 t3 t215 ||| 0.666667 0.054594 1 0.0468461 2.718 ||| 0-0 1-1 2-2 3-3 ||| 3 2 2
t167 t4 t3 t71 t69 t26 ||| t167 t4 t3 t26 ||| 0.0111111 4.36479e-06 1 0.070898 2.718 ||| 0-0 1-1 2-2 3-3 4-3 5-3 ||| 180 2 2
t167 t45 t87 ||| t167 t45 t87 ||| 0.666667 0.0793045 0.333333 0.0825175 2.718 ||| 0-0 1-1 2-2 ||| 3 6 2
t167 t45 ||| t167 t45 ||| 0.5 0.255854 0.75 0.308221 2.718 ||| 0-0 1-1 ||| 6 4 3
t167 t474 t26 ||| t167 t26 ||| 0.00109489 0.000200816 1 0.24593 2.718 ||| 0-0 1-0 2-1 ||| 2740 3 3
t167 t474 ||| t167 ||| 0.000532127 0.000236356 0.666667 0.262819 2.718 ||| 0-0 1-0 ||| 7517 6 4
t167 t484 ||| t167 t26 ||| 0.00328467 0.0104622 0.692308 0.104542 2.718 ||| 0-0 1-1 ||| 2740 13 9
t167 t51 ||| t167 t51 ||| 0.545455 0.124517 0.857143 0.127974 2.718 ||| 0-0 1-1 ||| 11 7 6
t167 t60 t30 t36 t3 ||| t167 t60 t30 t36 t3 ||| 1 0.0369395 1 0.0342861 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 2 2 2
t167 t60 t30 t36 ||| t167 t60 t30 t36 ||| 0.666667 0.0487398 1 0.0461308 2.718 ||| 0-0 1-1 2-2 3-3 ||| 3 2 2
t167 t62 t29 t63 t26 ||| t167 t26 ||| 0.00291971 3.5198e-08 0.666667 0.187945 2.718 ||| 0-0 1-1 3-1 4-1 ||| 2740 12 8
t167 t620 t824 ||| t167 t620 t824 ||| 1 0.013551 0.666667 0.00589491 2.718 ||| 0-0 1-1 2-2 ||| 2 3 2
t167 t620 ||| t167 t620 ||| 1 0.0653636 0.5 0.056175 2.718 ||| 0-0 1-1 ||| 2 4 2
t167 t65 t13 t1 t3 t26 ||| t167 t21 t3 t4 t1 t3 t26 ||| 0.4 3.40573e-05 1 0.000101494 2.718 ||| 0-0 1-2 2-3 3-4 4-5 5-6 ||| 5 2 2
t167 t65 t13 t1 t3 ||| t167 t21 t3 t4 t1 t3 ||| 0.4 4.00846e-05 1 0.000108464 2.718 ||| 0-0 1-2 2-3 3-4 4-5 ||| 5 2 2
t167 t65 t13 t1 ||| t167 t21 t3 t4 t1 ||| 0.4 5.28896e-05 0.666667 0.000145935 2.718 ||| 0-0 1-2 2-3 3-4 ||| 5 3 2
t167 t65 t13 ||| t167 t21 t3 t4 ||| 0.333333 8.11418e-05 0.666667 0.000212136 2.718 ||| 0-0 1-2 2-3 ||| 6 3 2
t167 t69 t76 t77 ||| t167 t69 t76 t77 ||| 0.75 0.0350982 0.5 0.0516586 2.718 ||| 0-0 1-1 2-2 3-3 ||| 4 6 3
t167 t74 t1 t3 t23 ||| t167 t74 t1 t3 t23 ||| 0.5 0.0778986 1 0.0831091 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 4 2 2
t167 t74 t1 t36 ||| t167 t74 t1 t36 ||| 0.4 0.100369 0.666667 0.0958563 2.718 ||| 0-0 1-1 2-2 3-3 ||| 5 3 2
t167 t74 t29 t23 t49 ||| t167 t74 t29 t23 t49 ||| 0.333333 0.0679175 0.666667 0.0920863 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 6 3 2
t167 t74 t29 t301 ||| t167 t74 t29 t23 t301 ||| 0.666667 0.0263598 0.666667 0.00119489 2.718 ||| 0-0 1-1 2-2 2-3 3-4 ||| 3 3 2
t167 t76 t74 t29 ||| t167 t76 t74 t29 ||| 0.666667 0.0788181 0.6 0.105322 2.718 ||| 0-0 1-1 2-2 3-3 ||| 9 10 6
t167 t76 t74 ||| t167 t76 t74 ||| 0.636364 0.121626 0.583333 0.146366 2.718 ||| 0-0 1-1 2-2 ||| 11 12 7
t167 t76 t77 t154 t29 ||| t167 t76 t77 t154 t29 ||| 0.666667 0.0391169 1 0.0743335 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 3 2 2
t167 t76 t77 t154 ||| t167 t76 t77 t154 ||| 0.6 0.0603623 1 0.103301 2.718 ||| 0-0 1-1 2-2 3-3 ||| 5 3 3
t167 t76 t77 t29 t28 ||| t167 t76 t77 t29 t28 ||| 0.6 0.0317534 0.75 0.0571557 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 5 4 3
t167 t76 t77 t29 ||| t167 t4 t3 t76 t77 t29 ||| 0.666667 0.0641973 0.0434783 0.000936704 2.718 ||| 0-0 0-2 1-3 2-4 3-5 ||| 3 46 2
t167 t76 t77 t3 t23 t49 ||| t167 t76 t77 t3 t23 t49 ||| 1 0.0296992 1 0.0539628 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 3 3 3
t167 t76 t77 t3 t23 ||| t167 t76 t77 t3 t23 ||| 0.416667 0.0446847 0.714286 0.0685419 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 12 7 5
t167 t76 t77 t3 t28 tco t163 ||| t167 t76 t275 t76 t29 t28 ||| 0.333333 7.74521e-07 1 1.2651e-05 2.718 ||| 0-0 1-1 2-2 2-3 3-4 4-5 ||| 6 2 2
t167 t76 t77 t3 t28 tco ||| t167 t76 t275 t76 t29 t28 ||| 0.333333 4.07372e-05 1 1.2651e-05 2.718 ||| 0-0 1-1 2-2 2-3 3-4 4-5 ||| 6 2 2
t167 t76 t77 t3 ||| t167 t76 t275 t76 t29 ||| 1 0.00183165 0.0769231 2.40586e-05 2.718 ||| 0-0 1-1 2-2 2-3 3-4 ||| 2 26 2
t167 t76 t77 t36 t3 ||| t167 t76 t77 t36 t3 ||| 0.5 0.0436349 0.666667 0.0587563 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 4 3 2
t167 t76 t77 t36 ||| t167 t76 t77 t36 ||| 1 0.0575741 0.666667 0.0790547 2.718 ||| 0-0 1-1 2-2 3-3 ||| 2 3 2
t167 t76 t77 t98 ||| t167 t76 t77 t98 ||| 1 0.0610221 1 0.100661 2.718 ||| 0-0 1-1 2-2 3-3 ||| 2 2 2
t167 t76 t77 ||| t167 t76 t275 t76 ||| 0.666667 0.0198616 0.015873 0.000452555 2.718 ||| 0-0 1-1 2-2 2-3 ||| 3 126 2
t167 t879 t1 ||| t105 t1 ||| 0.0041841 1.50713e-05 0.666667 0.0924765 2.718 ||| 0-0 1-0 2-1 ||| 478 3 2
t167 t879 ||| t105 ||| 0.00167926 2.3122e-05 0.666667 0.134427 2.718 ||| 0-0 1-0 ||| 1191 3 2
t167 t881 ||| t167 t4 ||| 0.00131666 9.27401e-05 0.666667 0.127715 2.718 ||| 0-0 1-1 ||| 1519 3 2
t167 t98 t130 t3 ||| t167 t98 t130 t29 ||| 0.666667 0.00765518 1 0.00414642 2.718 ||| 0-0 1-1 2-2 3-3 ||| 3 2 2
t167 t98 t431 tco t1 ||| t167 t98 t99 t1 ||| 0.142857 0.000163011 1 0.0285354 2.718 ||| 0-0 1-1 2-2 3-2 4-3 ||| 14 2 2
t167 t98 t431 tco ||| t167 t98 t99 ||| 0.0740741 0.000250087 1 0.04148 2.718 ||| 0-0 1-1 2-2 3-2 ||| 27 2 2
t167 ||| t167 t103 ||| 0.666667 0.237902 0.000280387 0.00151627 2.718 ||| 0-0 0-1 ||| 3 7133 2
t168 tco t3 t4 t1 t3 t26 ||| t168 tco t3 t4 t1 t3 t26 ||| 1 0.0151022 1 0.0130319 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ||| 2 2 2
t168 tco t3 t4 t1 t3 ||| t168 tco t3 t4 t1 t3 ||| 0.5 0.0177749 1 0.0139269 2.718 ||| 0-0 1-1 2-2 3-3 4-4 5-5 ||| 4 2 2
t168 tco t3 t4 t1 ||| t168 tco t3 t4 t1 ||| 0.5 0.023453 1 0.0187381 2.718 ||| 0-0 1-1 2-2 3-3 4-4 ||| 4 2 2
t168 tco t30 t7 t8 t3 t26 ||| t27 t30 t7 t8 t3 t26 ||| 0.25 2.35108e-05 1 0.0132078 2.718 ||| 0-0 1-0 2-1 3-2 4-3 5-4 6-5 ||| 8 2 2
t168 tco t30 t7 t8 t3 ||| t27 t30 t7 t8 t3 ||| 0.142857 2.76716e-05 1 0.0141148 2.718 ||| 0-0 1-0 2-1 3-2 4-3 5-4 ||| 14 2 2
t168 tco t30 t7 t8 ||| t27 t30 t7 t8 ||| 0.117647 3.65113e-05 1 0.018991 2.718 ||| 0-0 1-0 2-1 3-2 4-3 ||| 17 2 2
t168 tco t30 t7 ||| t27 t30 t7 ||| 0.125 9.46774e-05 1 0.0504059 2.718 ||| 0-0 1-0 2-1 3-2 ||| 16 2 2
t168 tco t593 t1 ||| t27 t593 t1 ||| 0.037037 9.55696e-05 0.666667 0.0423429 2.718 ||| 0-0 1-1 2-1 3-2 ||| 54 3 2
t168 tco t593 ||| t27 t593 ||| 0.031746 0.00014662 1 0.061551 2.718 ||| 0-0 1-1 2-1 ||| 63 2 2
